,wav,sentence,label
8759,Ses05F_script02_1_M033,"They are swimming right now as if it's the only thing that matters.  It's- It's single mindedness with no mind, urgency that's pure urge. It's- They don't know what drives them.  They- They don't give any name or ask any question. They just turn as one and started to swim to the very point we are standing right now for a massive celebration of sex and death.  God, it's giving me goose bumps all over my hairs on my arm. popping up.",exc
8760,Ses05F_script02_1_F019,That's the wind.,xxx
8761,Ses05F_script02_1_M034,"Well, So what do you think?",exc
8762,Ses05F_script02_2_M000,"Well, so?  What do you think?",exc
8763,Ses05F_script02_2_F000,About what?,xxx
8764,Ses05F_script02_2_M001,What I was just saying.,fru
8765,Ses05F_script02_2_F001,It's ridiculous.,xxx
8766,Ses05F_script02_2_M002,It certainly is not. It's slightly exaggerated scientific fact.,neu
8767,Ses05F_script02_2_F002,"It's PR, somebody sold you a bill of goods that this wonderful event is going to occur on the beach.",xxx
8768,Ses05F_script02_2_M003,"I am not the only one, look at all these people.",neu
8769,Ses05F_script02_2_F003,"Yeah, they are all told the same thing.  They are all told that you know.  Gets them excited and they can't wait and that if they just get in on the right spot, than you than maybe life will start",xxx
8770,Ses05F_script02_2_M004,Are we talking about the same thing?,xxx
8771,Ses05F_script02_2_F004,I am sorry.  It's just fish to me.,fru
8772,Ses05F_script02_2_M005,"Carla, can I ask you a question?  Now don't be upset, are you having a period?",neu
8773,Ses05F_script02_2_F005,"God damn it, Augie.  Why do you always ask things like that?  It's so insulting.",ang
8774,Ses05F_script02_2_M006,What's bugging you?,fru
8775,Ses05F_script02_2_F006,I just had a different idea of what this evening is going to look like.,fru
8776,Ses05F_script02_2_M007,"There's nothing to it.  We come down here.  The grunion arrives and they do their little fish thing.  And we say, Oh, wow.  Look at the little fish.  They go home, we go home.",fru
8777,Ses05F_script02_2_F007,"For heaven's sake Augie, grow up we are not going to see the grunions.",fru
8778,Ses05F_script02_2_M008,Why not?,fru
8779,Ses05F_script02_2_F008,We never do.  Have we ever?  We never have.,fru
8780,Ses05F_script02_2_M009,"We miss them twice, it's not ever.",fru
8781,Ses05F_script02_2_F009,"Twice is every time we tried, that's ever.",fru
8782,Ses05F_script02_2_M010,Well We will see them this year.,neu
8783,Ses05F_script02_2_F010,"No, we won't.  Augie it's like waiting for Santa Claus to come.  I feel like I am going to spend my entire life standing on the beach with my eyes wide open and my hands clasp expectantly in front of me waiting for the fish to show up and the fish will not show up.",fru
8784,Ses05F_script02_2_M011,I thought you wanted to see it.,fru
8785,Ses05F_script02_2_F011,"I did, I do want to see it.  I always want to see it, Augie.",fru
8786,Ses05F_script02_2_M012,"It's just fish, it's nothing to get traumatize over.",fru
8787,Ses05F_script02_2_F012,"For heaven's sake, this is not about fish.",fru
8788,Ses05F_script02_2_M013,"Okay, I been trying to work this backwards but I can't seem to pinpoint a moment when we took a turn for the worst here.",fru
8789,Ses05F_script02_2_M014,"When you are on the phone with Marge, everything was fine.  Dinner was okay.  Doing the dishes was no problem. Let's see, I took a shower and you were watching the news and you said the grunions are running tonight and I said, great, let's go I am feeling lucky.",xxx
8790,Ses05F_script02_2_M015,"Right, so I am putting on my jacket and putting up the animals and pulling the car out of the garage.",xxx
8791,Ses05F_script02_2_F013,"Augie, do you remember the first time we came to see it?  It was about four years ago right after we got married and we thought I was pregnant.",sad
8792,Ses05F_script02_2_F014,"We had a bottle of champagne but no glasses and you ask me to dance so we took off our shoes and while we were dancing, you said the most intimate things right in my ears so I could feel them as much as hear them.",sad
8793,Ses05F_script02_2_F015,"And I remember thinking, Finally, finally.  I am as happy as I am supposed to be.",hap
8794,Ses05F_script02_2_M016,"Wait a minute, I got it.",neu
8795,Ses05F_script02_2_F016,"Dancing barefoot in the sand, drinking champagne from the bottle.",sad
8796,Ses05F_script02_2_M017,"It was in the car, right?  When we were passing Knickerbocker Liquor Locker, you said, Let's get some champagne.  And I said time wasting or something like that.  Right? of course.",xxx
8797,Ses05F_script02_2_F017,I rather not remember some things.  I rather not hope for some things.,sad
8798,Ses05F_script02_2_M018,"Okay, all right I got it.  You wanted it to be like the other time, okay no problem. Listen, You want to dance?",exc
8799,Ses05F_script02_2_F018,No.,sad
8800,Ses05F_script02_2_M019,You want me to go get some champagne?,exc
8801,Ses05F_script02_2_F019,No.,sad
8802,Ses05F_script02_2_M020,Take off our shoes?,exc
8803,Ses05F_script02_2_F020,No.,fru
8804,Ses05F_script02_2_M021,"What, you want me to whisper in your ear?",xxx
8805,Ses05F_script02_2_F021,No.,xxx
8806,Ses05F_script02_2_M022,You want to get married again?,fru
8807,Ses05F_script02_2_F022,No.,xxx
8808,Ses05F_script02_2_M023,What? What You want a divorce?,fru
8809,Ses05F_script02_2_F023,No no.,fru
8810,Ses05F_script02_2_M024,"A vacation? A new carpet, a poodle?  A bag of ice cream, a suicide pack, what what Carla?  What the hell do you want?",fru
8811,Ses05F_script02_2_F024,I want something to turn out the way it is suppose to turn out.,fru
8812,Ses05F_script02_2_M025,What.  Welcome to the human race.,ang
8813,Ses05F_script02_2_M026,"You think this is what I had in mind?  You think that when I propose I had this great fantasy going that four years down the road, we will end up on a beach arguing over fish. You think that I knew that there would be times when you will look at me like I am used Kleenex?  Or that I will look at you and think, holy hell what's the next flight to Alaska.",xxx
8814,Ses05F_script02_2_M027,"No, no I was just like you, I thought it will be all peaches and roses and- and sand in our toes and wind in our hair and the fish will always come. And the bills will always magically pay themselves and we will have three fat rosy kids and we will be, HAHA baby the joke is on us.",fru
8815,Ses05F_script02_2_M028,Because you know what Carla?  You know what you get?  This.,xxx
8816,Ses05F_script02_2_F025,This what?  What is this?  This isn't even anything.,sad
8817,Ses05F_script02_2_M029,Yes it is.,xxx
8818,Ses05F_script02_2_F026,"Sure, this is standing.  This is waiting.  This is fighting.",sad
8819,Ses05F_script02_2_M030,Right.,xxx
8820,Ses05F_script02_2_F027,But this isn't anything like I thought it would be.,sad
8821,Ses05F_script02_2_M031,"No, I know me either.",sad
8822,Ses05F_script02_2_F028,"I mean it is just this , I mean it includes a lot and everything and you know it's the sand and it's the full moon and I just-I am sorry but I couldn't help wishing I was somewhere else.",sad
8823,Ses05F_script02_2_M032,Maybe if you are with somebody else too?,sad
8824,Ses05F_script02_2_F029,I didn't say that.,sad
8825,Ses05F_script02_2_M033,"No, I know, but.  I know I don't make you happy.",sad
8826,Ses05F_script02_2_F030,"For heaven's sake Augie, wherever I am I always wanted to be with you.",sad
8827,Ses05F_script02_2_M034,Yeah?,xxx
8828,Ses05F_script02_2_F031,"For heaven's sake, don't you know that?",xxx
8829,Ses05F_script02_2_F032,"Whatever I am doing, I wanted to be with you.  I mean you are probably the one who wishes you were with somebody else, somebody who didn't take everything so hard and who knows how to enjoy herself.",sad
8830,Ses05F_script02_2_M035,"Actually, now that you mention it.  No, I don't.",hap
8831,Ses05F_script02_2_F033,Good.  So maybe we are on the wrong spot but we are with the right person.,hap
8832,Ses05F_script02_2_M036,I don't know.  Seems like a pretty good spot to me I mean look at the view of the moon you got from here.,hap
8833,Ses05F_script02_2_F034,"Yes, I did notice that.  It does look really beautiful on the water.  The gold white moon.",hap
8834,Ses05F_script02_2_M037,"Well, look what we have got here.",hap
8835,Ses05F_script02_2_F035,"Augie, you bought refreshments.",xxx
8836,Ses05F_script02_2_M038,"Well, it's not champagne.",xxx
8837,Ses05F_script02_2_F036,Well than we don't need glasses.,xxx
8838,Ses05F_script02_2_M039,Are you still cold?  You still want to go home?,xxx
8839,Ses05F_script02_2_F037,"No, I am beginning to think that maybe this is the spot after all.",hap
8840,Ses05F_script02_2_M040,"Shh, If we're very quiet, the fish might come.",hap
8841,Ses05F_script02_2_F038,Or not.,xxx
8842,Ses05F_script02_2_M041,Or not.,hap
8843,Ses05F_script03_1_M000,Good God.,exc
8844,Ses05F_script03_1_F000,You think it's them?,xxx
8845,Ses05F_script03_1_M001,I wonder.,exc
8846,Ses05F_script03_1_F001,"Freda is the only one who knows we're up here, and she wouldn't call up.",xxx
8847,Ses05F_script03_1_M002,It must be them then.,xxx
8848,Ses05F_script03_1_F002,What will be do?,xxx
8849,Ses05F_script03_1_M003,"We're all right, darling, aren't we whatever happens?",xxx
8850,Ses05F_script03_1_F003,Now and always my sweet.,xxx
8851,Ses05F_script03_1_M004,I don't care then.,xxx
8852,Ses05F_script03_1_F004,It was bound to happen sooner or later.,xxx
8853,Ses05F_script03_1_M005,Hello?  Hello?  What?  Wrong number.,exc
8854,Ses05F_script03_1_F005,"Oh, it sent shivers up my spine.",exc
8855,Ses05F_script03_1_M006,"Oh, what shall we do if they suddenly walk in on us?",fea
8856,Ses05F_script03_1_F006,Behave exquisitely.,exc
8857,Ses05F_script03_1_M007,With the most perfect poise.,exc
8858,Ses05F_script03_1_F007,"Yes, I shall probably do a Court Curtsey.",exc
8859,Ses05F_script03_1_M008,"[LAUGHTER] Oh, the things that ought to matter most dreadfully don't seem to matter at all when one's happy, do they?",xxx
8860,Ses05F_script03_1_F008,Um... It's a pity that one can't stay this way forever.,xxx
8861,Ses05F_script03_1_M009,"Darling, don't say that.",xxx
8862,Ses05F_script03_1_F009,"Well, it's true.",xxx
8863,Ses05F_script03_1_F010,The whole business is really rather ridiculous.,neu
8864,Ses05F_script03_1_M010,"Meaning that sacred and beautiful thing, love?",xxx
8865,Ses05F_script03_1_F011,Meaning exactly that.,neu
8866,Ses05F_script03_1_M011,"What does it all mean?  That's what I asked myself in my ceaseless quest for ultimate truth.  Dear God, what does it all mean?",exc
8867,Ses05F_script03_1_F012,Don't laugh at me; I'm serious.,xxx
8868,Ses05F_script03_1_M012,"You mustn't be serious my dear one, that's just what they want.",xxx
8869,Ses05F_script03_1_F013,Who's they?,neu
8870,Ses05F_script03_1_M013,"All the futile mortals who try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything, all their sacred shibboleths.  Flippancy brings out the acid in their damned sweetness and light.",exc
8871,Ses05F_script03_1_F014,"Well, if I laugh at everything, I must laugh at us, too.",xxx
8872,Ses05F_script03_1_M014,Certainly you must.  We're figures of fun alright [LAUGHTER].,exc
8873,Ses05F_script03_1_F015,"Well, what if-what happens when our love-",neu
8874,Ses05F_script03_1_F016,"How long will it last, this overbearing love of ours?",xxx
8875,Ses05F_script03_1_M015,Who knows?,exc
8876,Ses05F_script03_1_F017,"Well, shall we always want to bicker and fight?",xxx
8877,Ses05F_script03_1_M016,"No, that fire will fade along with our passion.",exc
8878,Ses05F_script03_1_F018,"Oh, dear, shall we like that?",xxx
8879,Ses05F_script03_1_M017,It all depends on how well we played.,exc
8880,Ses05F_script03_1_F019,"Well, what if one of us dies, does the other laugh then?",neu
8881,Ses05F_script03_1_M018,"Yes, yes, with all his might.",exc
8882,Ses05F_script03_1_F020,"Well, that's rather serious, isn't it?",xxx
8883,Ses05F_script03_1_M019,"No, no it isn't.  Death is very laughable.  Come such a cunning little mystery all done with mirrors.",exc
8884,Ses05F_script03_1_F021,"My dear, I do believe you're talking nonsense.",xxx
8885,Ses05F_script03_1_M020,"no, So is everyone else in the long run.  Let's be superficial and pity the poor philosophers.  Let's blow trumpets and squeakers and --",exc
8886,Ses05F_script03_1_M021,enjoy the party as long as we can like very little quite idiotic schoolchildren. [garbage] Let's savor the delight of the moment.,exc
8887,Ses05F_script03_1_M022,"Darling, come here and kiss me before your body rots and worms pop in and out of your eye sockets.",exc
8888,Ses05F_script03_1_F022,"Elliot, worms don't pop.",xxx
8889,Ses05F_script03_1_M023,"I don't mind what you do, see, you could paint your body green all over and dance naked through the Place Vendome and run off with every man in the world.  And I shan't say a word as long as I know that you love me best.",xxx
8890,Ses05F_script03_1_F023,"Oh, thank you dear.  And the same goes for you except that if I so much as see you looking at another woman, I'll kill you.",xxx
8891,Ses05F_script03_1_M024,Do you remember that awful scene we had in Venice?,exc
8892,Ses05F_script03_1_F024,Which particular one?,xxx
8893,Ses05F_script03_1_M025,The one where you bought that little painted wooden snake and put it on my bed.,exc
8894,Ses05F_script03_1_F025,Charles.  That was his name.  He did wriggle so beautifully.,exc
8895,Ses05F_script03_1_M026,"Horrible thing, I hate it.",exc
8896,Ses05F_script03_1_F026,I know.  You threw him out the window into the canal.  I don't think I'll ever forgive you for that.,xxx
